sentence,label
विकी ह्या आज्ञावलीमुळे विविध व्यक्ती एकत्रितरीत्या महाजालावर काम करू शकतात।,human
विकिपीडिया हा ज्ञानकोश सामूहिक सहकार्यातून निर्माण करण्यात येतो।,human
म्हणजे महाजालावरील ह्या ज्ञानकोशसमूहातील कोणत्याही ज्ञानकोशात (उदा।,human
"मराठी विकिपीडिया), सहभाग नोंदवू इच्छिणाऱ्या कोणत्याही व्यक्तीला उपलब्ध असलेल्या लेखाचे संपादन करता येते।",human
"म्हणजेच उपलब्ध असलेल्या एखाद्या लेखात भर घालता येऊ शकते, त्यातील मजकूर सुधारता येऊ शकतो।",human
जर एखाद्या विषयावर लेख उपलब्ध नसेल तर नव्याने लेख लिहिताही येतो।,human
विकिपीडियातील मजकूर हा मुक्त स्वरूपात उपलब्ध आहे।,human
म्हणजे उचित श्रेयनिर्देश करून हा मजकूर कुणालाही कोणत्याही कारणासाठी (व्यावसायिक देखील) आहे तसा अथवा त्यात बदल करून वापरण्यास मोकळीक आहे।,human
मात्र बदल करून वापरताना कोणते बदल केले आहेत ह्याचा निर्देश करणे आवश्यक आहे।,human
"तसेच अशी आधारित वा बदल करून तयार केलेली सामग्री वितरित करताना, ती मुक्त स्वरूपातच वितरित करणे आवश्यक असते।",human
विकिमीडिया फाउंडेशन ही ना-नफा ना-तोटा तत्त्वावर चालणारी संस्था ह्या ज्ञानकोशाच्या व्यवस्थेचे आणि नियंत्रणाचे काम पाहत आहे।,human
आजघडीला जगातील विविध भाषांत ह्या ज्ञानकोशाच्या शाखा उपलब्ध आहेत।,human
विविध भाषांचे भाषक आपापल्या भाषेतील ज्ञानकोशाच्या निर्मितीत सहभागी होऊ शकतात।,human
मराठी विकिपीडिया हा ह्या ज्ञानकोशाची मराठी भाषा यातील शाखा आहे।,human
विकिपीडियाचा सर्वांनाच खूप फायदा होतो।,human
"मराठी विकिपीडियावर सध्या १,००,८९३ लेख आहेत।",human
"तर संपूर्ण विकिपीडिया प्रकल्पांतर्गत, जगातील विविध भाषांत मिळून, आजतागायत एकूण तीन कोटींहून अधिक लेख लिहीले गेले आहेत।",human
"विकिपीडियाची वैगुण्ये गृहित धरूनसुद्धा मुक्त सार्वत्रिक उपलब्धतेमुळे, विविध विषयांच्या व्यापक परिघामुळे, सहज शक्य असलेल्या चर्चा आणि सतत सुधारणा ह्यांमुळे विकिपीडिया हा आज महाजालावरील सर्वाधिक वापरला जाणारा ज्ञानकोश झाला आहे।",human
मराठीतील विकिपीडिया इतर भाषांप्रमाणेच गुगल सारखी शोधयंत्र वापरून शोधता येतो।,human
टिळकांनी शेतकऱ्यांना संघटित होण्याचे आवाहन केले तसेच त्यांच्या हक्कांबद्दल जागरूक केले।,human
आपल्या केसरी या वर्तमानपत्राद्वारे त्यांनी सरकारला त्यांच्या कर्तव्याची जाणीव करून दिली।,human
ब्रिटिश सरकार ’दुष्काळ विमा निधी’ अतंर्गत लोकांकडून पैसा गोळा करत असे।,human
त्याचा वापर लोकांसाठी करण्यात यावा असे त्यांनी सरकारला ठणकावून सांगितले।,human
तसेच सरकारच्या 'Famine Relief Code' नुसार दुष्काळ पडला असतांना शेतकऱ्यांना कर भरण्याची आवश्यकता नव्हती।,human
तरी काही भागात सक्तीने करवसुली करण्यात येत असे।,human
याविरुद्ध लोकांना जागरूक करण्याचे काम त्यांनी केसरीद्वारे केले।,human
त्यांच्या स्वयंसेवकांनी महाराष्ट्रभर गावागावात फिरून लोकांना 'Famine Relief Code' बद्दल माहिती देणारी पत्रके वाटली।,human
"याबरोबरच धनिकांनी व दुकानदारांनी अन्न व पैसा दान करावे असे आवाहन केले व यातून अनेक ठिकाणी सार्वजनिक खानावळी चालवल्या गेल्या पुढे वैचारिक मतभेदांमुळे टिळक येथून बाहेर पडले , नंतर त्यांच्या व गोपाल कृष्ण गोखल्यांच्या मार्गदर्शनाखाली शिक्षण प्रसारक मंडळी ची स्थापना झाली।",human
पुढे टिळकांच्या विनंतीस अनुसरून पुण्याच्या मध्याजवळ सदाशिव पेठेत महाविद्यालयास सरदार जगन्नाथ महाराज पंडित ह्यांनी आपली जागा भाडेकरारावर दिली।,human
हे नवीन महाविद्यालय जामखंडी चे संस्थानिक सर परशुरामभाऊ पटवर्धन ह्यांच्या पुण्यस्मृतीस स्मरून दिलेल्या २ लक्ष रुपयांच्या देणगीने बांधण्यात आले।,human
त्याचे नामकरण सर परशुरामभाऊ पटवर्धन महाविद्यालय असे करण्यात आले।,human
